,height,width,y,x,cog_y,cog_x,obj,frame
203,24.0,26.0,115.0,177.0,127.0,190.0,21,203
204,24.0,26.0,115.0,177.0,127.0,190.0,21,204
205,25.0,26.0,117.0,180.0,129.5,193.0,21,205
206,25.0,26.0,117.0,180.0,129.5,193.0,21,206
207,26.0,29.0,120.0,182.0,133.0,196.5,21,207
208,26.0,29.0,120.0,182.0,133.0,196.5,21,208
209,26.0,30.0,124.0,186.0,137.0,201.0,21,209
210,26.0,30.0,124.0,186.0,137.0,201.0,21,210
211,27.0,30.0,127.0,188.0,140.5,203.0,21,211
212,27.0,30.0,127.0,188.0,140.5,203.0,21,212
213,26.0,30.0,132.0,193.0,145.0,208.0,21,213
214,28.0,29.0,131.0,193.0,145.0,207.5,21,214
215,29.0,31.0,135.0,197.0,149.5,212.5,21,215
216,29.0,31.0,135.0,197.0,149.5,212.5,21,216
217,29.0,33.0,139.0,200.0,153.5,216.5,21,217
218,30.0,33.0,139.0,200.0,154.0,216.5,21,218
219,29.0,33.0,144.0,205.0,158.5,221.5,21,219
220,29.0,33.0,144.0,205.0,158.5,221.5,21,220
221,32.0,37.0,148.0,208.0,164.0,226.5,21,221
222,32.0,37.0,148.0,208.0,164.0,226.5,21,222
223,34.0,38.0,152.0,213.0,169.0,232.0,21,223
224,34.0,38.0,152.0,213.0,169.0,232.0,21,224
225,39.0,42.0,156.0,217.0,175.5,238.0,21,225
226,39.0,42.0,156.0,217.0,175.5,238.0,21,226
227,39.0,43.0,161.0,224.0,180.5,245.5,21,227
228,38.0,43.0,162.0,224.0,181.0,245.5,21,228
229,39.0,44.0,169.0,230.0,188.5,252.0,21,229
230,39.0,44.0,169.0,230.0,188.5,252.0,21,230
231,42.0,49.0,174.0,237.0,195.0,261.5,21,231
232,42.0,49.0,174.0,237.0,195.0,261.5,21,232
233,45.0,48.0,180.0,245.0,202.5,269.0,21,233
234,45.0,48.0,180.0,245.0,202.5,269.0,21,234
235,50.0,54.0,186.0,250.0,211.0,277.0,21,235
236,50.0,54.0,186.0,250.0,211.0,277.0,21,236
237,50.0,57.0,195.0,258.0,220.0,286.5,21,237
238,50.0,57.0,195.0,258.0,220.0,286.5,21,238
239,53.0,57.0,205.0,270.0,231.5,298.5,21,239
240,53.0,57.0,205.0,270.0,231.5,298.5,21,240
241,58.0,60.0,214.0,281.0,243.0,311.0,21,241
242,58.0,60.0,214.0,281.0,243.0,311.0,21,242
243,62.0,69.0,225.0,291.0,256.0,325.5,21,243
244,62.0,69.0,225.0,291.0,256.0,325.5,21,244
245,69.0,72.0,236.0,304.0,270.5,340.0,21,245
246,69.0,72.0,236.0,304.0,270.5,340.0,21,246
247,75.0,80.0,250.0,318.0,287.5,358.0,21,247
248,75.0,80.0,250.0,318.0,287.5,358.0,21,248
249,81.0,87.0,267.0,333.0,307.5,376.5,21,249
250,81.0,87.0,267.0,333.0,307.5,376.5,21,250
251,91.0,92.0,285.0,356.0,330.5,402.0,21,251
252,91.0,92.0,285.0,356.0,330.5,402.0,21,252
253,100.0,103.0,302.0,376.0,352.0,427.5,21,253
254,100.0,103.0,302.0,376.0,352.0,427.5,21,254
175,17.0,29.0,94.0,437.0,102.5,451.5,22,175
176,17.0,28.0,94.0,438.0,102.5,452.0,22,176
177,17.0,30.0,91.0,429.0,99.5,444.0,22,177
178,17.0,30.0,91.0,429.0,99.5,444.0,22,178
181,16.0,28.0,88.0,414.0,96.0,428.0,23,181
182,16.0,28.0,88.0,414.0,96.0,428.0,23,182
194,59.0,52.0,13.0,743.0,42.5,769.0,24,194
196,59.0,52.0,13.0,743.0,42.5,769.0,24,196
205,16.0,31.0,99.0,457.0,107.0,472.5,25,205
206,16.0,31.0,99.0,457.0,107.0,472.5,25,206
207,15.0,31.0,97.0,447.0,104.5,462.5,25,207
208,15.0,31.0,97.0,447.0,104.5,462.5,25,208
209,15.0,30.0,95.0,439.0,102.5,454.0,25,209
210,15.0,30.0,95.0,439.0,102.5,454.0,25,210
211,15.0,30.0,92.0,430.0,99.5,445.0,26,211
212,15.0,30.0,92.0,430.0,99.5,445.0,26,212
213,15.0,28.0,90.0,422.0,97.5,436.0,27,213
214,15.0,28.0,90.0,422.0,97.5,436.0,27,214
215,15.0,27.0,89.0,415.0,96.5,428.5,27,215
216,15.0,27.0,89.0,415.0,96.5,428.5,27,216
217,14.0,27.0,88.0,407.0,95.0,420.5,27,217
218,14.0,27.0,88.0,407.0,95.0,420.5,27,218
255,86.0,112.0,320.0,400.0,363.0,456.0,28,255
256,86.0,112.0,320.0,400.0,363.0,456.0,28,256
352,24.0,49.0,115.0,495.0,127.0,519.5,29,352
353,24.0,49.0,115.0,495.0,127.0,519.5,29,353
354,24.0,47.0,112.0,483.0,124.0,506.5,29,354
355,24.0,47.0,112.0,483.0,124.0,506.5,29,355
356,24.0,45.0,109.0,472.0,121.0,494.5,29,356
357,24.0,45.0,109.0,472.0,121.0,494.5,29,357
358,23.0,43.0,106.0,461.0,117.5,482.5,29,358
359,24.0,43.0,105.0,461.0,117.0,482.5,29,359
360,23.0,42.0,103.0,451.0,114.5,472.0,29,360
361,23.0,42.0,103.0,451.0,114.5,472.0,29,361
362,22.0,41.0,101.0,440.0,112.0,460.5,30,362
363,22.0,41.0,101.0,440.0,112.0,460.5,30,363
370,20.0,36.0,92.0,406.0,102.0,424.0,31,370
371,20.0,36.0,92.0,406.0,102.0,424.0,31,371
374,17.0,33.0,89.0,390.0,97.5,406.5,31,374
375,17.0,33.0,89.0,390.0,97.5,406.5,31,375
376,17.0,32.0,88.0,383.0,96.5,399.0,31,376
377,17.0,32.0,88.0,383.0,96.5,399.0,31,377
378,16.0,31.0,87.0,377.0,95.0,392.5,31,378
379,16.0,31.0,87.0,377.0,95.0,392.5,31,379
374,17.0,20.0,95.0,188.0,103.5,198.0,32,374
375,17.0,20.0,95.0,188.0,103.5,198.0,32,375
377,17.0,21.0,97.0,191.0,105.5,201.5,32,377
378,18.0,22.0,99.0,194.0,108.0,205.0,32,378
379,18.0,22.0,99.0,194.0,108.0,205.0,32,379
380,17.0,24.0,101.0,195.0,109.5,207.0,32,380
381,17.0,24.0,101.0,195.0,109.5,207.0,32,381
382,19.0,22.0,103.0,200.0,112.5,211.0,32,382
383,19.0,22.0,103.0,200.0,112.5,211.0,32,383
384,17.0,24.0,107.0,202.0,115.5,214.0,32,384
385,17.0,24.0,107.0,202.0,115.5,214.0,32,385
386,20.0,24.0,108.0,206.0,118.0,218.0,32,386
387,20.0,24.0,108.0,206.0,118.0,218.0,32,387
388,19.0,24.0,112.0,211.0,121.5,223.0,32,388
389,19.0,25.0,112.0,210.0,121.5,222.5,32,389
390,22.0,27.0,113.0,214.0,124.0,227.5,32,390
391,22.0,27.0,113.0,214.0,124.0,227.5,32,391
392,21.0,28.0,117.0,218.0,127.5,232.0,32,392
393,21.0,28.0,117.0,218.0,127.5,232.0,32,393
394,22.0,29.0,120.0,223.0,131.0,237.5,32,394
395,22.0,29.0,120.0,223.0,131.0,237.5,32,395
396,23.0,31.0,124.0,227.0,135.5,242.5,32,396
397,23.0,31.0,124.0,227.0,135.5,242.5,32,397
398,24.0,31.0,127.0,232.0,139.0,247.5,32,398
399,24.0,31.0,127.0,232.0,139.0,247.5,32,399
400,24.0,32.0,132.0,238.0,144.0,254.0,32,400
401,24.0,32.0,132.0,238.0,144.0,254.0,32,401
402,24.0,34.0,137.0,244.0,149.0,261.0,32,402
403,24.0,34.0,137.0,244.0,149.0,261.0,32,403
404,26.0,34.0,141.0,251.0,154.0,268.0,32,404
405,26.0,34.0,141.0,251.0,154.0,268.0,32,405
406,28.0,36.0,145.0,258.0,159.0,276.0,32,406
407,28.0,36.0,145.0,258.0,159.0,276.0,32,407
408,29.0,39.0,151.0,264.0,165.5,283.5,32,408
409,29.0,39.0,151.0,264.0,165.5,283.5,32,409
410,31.0,40.0,156.0,272.0,171.5,292.0,32,410
411,31.0,40.0,156.0,272.0,171.5,292.0,32,411
412,33.0,42.0,162.0,281.0,178.5,302.0,32,412
413,33.0,42.0,162.0,281.0,178.5,302.0,32,413
414,34.0,45.0,169.0,291.0,186.0,313.5,32,414
415,34.0,45.0,169.0,291.0,186.0,313.5,32,415
416,36.0,48.0,176.0,300.0,194.0,324.0,32,416
417,36.0,48.0,176.0,300.0,194.0,324.0,32,417
418,38.0,52.0,184.0,311.0,203.0,337.0,32,418
419,39.0,52.0,184.0,311.0,203.5,337.0,32,419
420,43.0,55.0,191.0,323.0,212.5,350.5,32,420
421,43.0,55.0,191.0,323.0,212.5,350.5,32,421
422,47.0,59.0,200.0,337.0,223.5,366.5,32,422
423,47.0,58.0,200.0,338.0,223.5,367.0,32,423
424,49.0,64.0,211.0,352.0,235.5,384.0,32,424
425,49.0,64.0,211.0,352.0,235.5,384.0,32,425
426,51.0,70.0,224.0,369.0,249.5,404.0,32,426
427,51.0,70.0,224.0,369.0,249.5,404.0,32,427
428,58.0,76.0,237.0,390.0,266.0,428.0,32,428
429,58.0,76.0,237.0,390.0,266.0,428.0,32,429
430,63.0,85.0,252.0,409.0,283.5,451.5,32,430
431,63.0,85.0,252.0,409.0,283.5,451.5,32,431
432,69.0,92.0,269.0,434.0,303.5,480.0,32,432
433,70.0,92.0,269.0,434.0,304.0,480.0,32,433
434,80.0,105.0,287.0,460.0,327.0,512.5,32,434
435,80.0,105.0,287.0,460.0,327.0,512.5,32,435
384,14.0,29.0,82.0,358.0,89.0,372.5,33,384
385,14.0,29.0,82.0,358.0,89.0,372.5,33,385
388,64.0,151.0,124.0,642.0,156.0,717.5,34,388
389,64.0,151.0,124.0,642.0,156.0,717.5,34,389
392,41.0,71.0,121.0,610.0,141.5,645.5,35,392
393,42.0,71.0,121.0,611.0,142.0,646.5,35,393
396,16.0,23.0,72.0,328.0,80.0,339.5,36,396
397,16.0,23.0,72.0,328.0,80.0,339.5,36,397
402,38.0,60.0,108.0,540.0,127.0,570.0,37,402
403,38.0,60.0,108.0,540.0,127.0,570.0,37,403
402,93.0,220.0,95.0,564.0,141.5,674.0,38,402
403,93.0,220.0,95.0,564.0,141.5,674.0,38,403
404,87.0,191.0,94.0,559.0,137.5,654.5,38,404
405,87.0,191.0,94.0,559.0,137.5,654.5,38,405
406,81.0,179.0,93.0,552.0,133.5,641.5,38,406
407,81.0,180.0,93.0,551.0,133.5,641.0,38,407
408,79.0,188.0,92.0,518.0,131.5,612.0,38,408
409,79.0,188.0,92.0,518.0,131.5,612.0,38,409
410,72.0,179.0,89.0,505.0,125.0,594.5,38,410
411,72.0,179.0,89.0,505.0,125.0,594.5,38,411
412,72.0,164.0,88.0,506.0,124.0,588.0,38,412
413,72.0,164.0,88.0,506.0,124.0,588.0,38,413
414,67.0,161.0,86.0,492.0,119.5,572.5,38,414
415,67.0,160.0,86.0,493.0,119.5,573.0,38,415
416,67.0,140.0,83.0,492.0,116.5,562.0,38,416
417,67.0,141.0,83.0,491.0,116.5,561.5,38,417
418,66.0,146.0,80.0,471.0,113.0,544.0,38,418
419,66.0,146.0,80.0,471.0,113.0,544.0,38,419
420,63.0,145.0,77.0,459.0,108.5,531.5,38,420
421,63.0,145.0,77.0,459.0,108.5,531.5,38,421
422,62.0,141.0,76.0,447.0,107.0,517.5,38,422
423,62.0,141.0,76.0,447.0,107.0,517.5,38,423
424,61.0,127.0,74.0,448.0,104.5,511.5,38,424
425,61.0,127.0,74.0,448.0,104.5,511.5,38,425
426,60.0,128.0,72.0,435.0,102.0,499.0,38,426
427,60.0,128.0,72.0,435.0,102.0,499.0,38,427
428,58.0,136.0,71.0,418.0,100.0,486.0,38,428
429,58.0,136.0,71.0,418.0,100.0,486.0,38,429
430,54.0,124.0,71.0,414.0,98.0,476.0,38,430
431,54.0,124.0,71.0,414.0,98.0,476.0,38,431
432,53.0,100.0,70.0,426.0,96.5,476.0,38,432
433,53.0,100.0,70.0,426.0,96.5,476.0,38,433
434,53.0,96.0,68.0,419.0,94.5,467.0,38,434
435,53.0,96.0,68.0,419.0,94.5,467.0,38,435
436,53.0,94.0,66.0,411.0,92.5,458.0,38,436
437,53.0,94.0,66.0,411.0,92.5,458.0,38,437
440,52.0,108.0,64.0,378.0,90.0,432.0,38,440
441,52.0,108.0,64.0,378.0,90.0,432.0,38,441
442,50.0,105.0,63.0,372.0,88.0,424.5,38,442
443,49.0,104.0,64.0,373.0,88.5,425.0,38,443
446,47.0,96.0,61.0,364.0,84.5,412.0,38,446
447,46.0,96.0,61.0,364.0,84.0,412.0,38,447
421,27.0,40.0,86.0,448.0,99.5,468.0,39,421
426,24.0,31.0,232.0,331.0,244.0,346.5,40,426
427,24.0,31.0,232.0,331.0,244.0,346.5,40,427
436,92.0,118.0,308.0,493.0,354.0,552.0,41,436
437,92.0,117.0,308.0,493.0,354.0,551.5,41,437
440,44.0,107.0,361.0,575.0,383.0,628.5,42,440
441,44.0,107.0,361.0,575.0,383.0,628.5,42,441
444,23.0,27.0,70.0,369.0,81.5,382.5,43,444
454,42.0,79.0,58.0,350.0,79.0,389.5,44,454
455,42.0,78.0,58.0,351.0,79.0,390.0,44,455
456,43.0,82.0,56.0,340.0,77.5,381.0,44,456
457,43.0,82.0,56.0,340.0,77.5,381.0,44,457
458,42.0,80.0,56.0,334.0,77.0,374.0,44,458
459,42.0,80.0,56.0,334.0,77.0,374.0,44,459
460,40.0,79.0,56.0,330.0,76.0,369.5,44,460
461,40.0,79.0,56.0,330.0,76.0,369.5,44,461
462,41.0,76.0,55.0,327.0,75.5,365.0,44,462
463,41.0,75.0,55.0,327.0,75.5,364.5,44,463
464,42.0,70.0,54.0,327.0,75.0,362.0,44,464
465,42.0,70.0,54.0,327.0,75.0,362.0,44,465
466,37.0,62.0,55.0,328.0,73.5,359.0,44,466
467,37.0,62.0,55.0,328.0,73.5,359.0,44,467
468,36.0,64.0,54.0,321.0,72.0,353.0,44,468
469,36.0,65.0,54.0,321.0,72.0,353.5,44,469
470,34.0,63.0,54.0,318.0,71.0,349.5,44,470
471,34.0,61.0,54.0,319.0,71.0,349.5,44,471
472,34.0,62.0,53.0,313.0,70.0,344.0,44,472
473,34.0,62.0,53.0,313.0,70.0,344.0,44,473
474,33.0,59.0,52.0,310.0,68.5,339.5,44,474
475,34.0,59.0,52.0,310.0,69.0,339.5,44,475
476,33.0,60.0,52.0,304.0,68.5,334.0,44,476
477,33.0,60.0,52.0,304.0,68.5,334.0,44,477
478,31.0,58.0,52.0,302.0,67.5,331.0,44,478
479,31.0,57.0,52.0,303.0,67.5,331.5,44,479
480,30.0,54.0,52.0,301.0,67.0,328.0,44,480
481,30.0,54.0,52.0,301.0,67.0,328.0,44,481
486,30.0,55.0,50.0,287.0,65.0,314.5,44,486
487,30.0,54.0,50.0,288.0,65.0,315.0,44,487
488,30.0,52.0,49.0,285.0,64.0,311.0,44,488
489,30.0,52.0,49.0,285.0,64.0,311.0,44,489
490,27.0,47.0,49.0,286.0,62.5,309.5,44,490
491,27.0,48.0,49.0,285.0,62.5,309.0,44,491
492,28.0,49.0,48.0,281.0,62.0,305.5,44,492
493,28.0,50.0,48.0,280.0,62.0,305.0,44,493
494,27.0,45.0,48.0,281.0,61.5,303.5,44,494
495,27.0,45.0,48.0,281.0,61.5,303.5,44,495
496,26.0,45.0,48.0,277.0,61.0,299.5,44,496
497,26.0,45.0,48.0,277.0,61.0,299.5,44,497
498,25.0,46.0,48.0,273.0,60.5,296.0,44,498
499,25.0,46.0,48.0,273.0,60.5,296.0,44,499
500,26.0,47.0,46.0,268.0,59.0,291.5,44,500
501,26.0,44.0,46.0,272.0,59.0,294.0,44,501
504,27.0,41.0,44.0,267.0,57.5,287.5,44,504
505,27.0,40.0,44.0,268.0,57.5,288.0,44,505
508,24.0,42.0,45.0,261.0,57.0,282.0,44,508
509,25.0,42.0,44.0,260.0,56.5,281.0,44,509
510,24.0,41.0,44.0,258.0,56.0,278.5,44,510
511,24.0,41.0,44.0,258.0,56.0,278.5,44,511
512,24.0,37.0,44.0,259.0,56.0,277.5,44,512
513,24.0,37.0,44.0,259.0,56.0,277.5,44,513
514,24.0,39.0,44.0,255.0,56.0,274.5,44,514
515,24.0,38.0,44.0,255.0,56.0,274.0,44,515
517,23.0,36.0,44.0,254.0,55.5,272.0,44,517
522,22.0,36.0,43.0,247.0,54.0,265.0,44,522
523,22.0,36.0,43.0,247.0,54.0,265.0,44,523
524,22.0,35.0,43.0,246.0,54.0,263.5,44,524
525,22.0,34.0,43.0,247.0,54.0,264.0,44,525
526,21.0,36.0,43.0,242.0,53.5,260.0,44,526
527,22.0,36.0,42.0,242.0,53.0,260.0,44,527
528,21.0,38.0,42.0,239.0,52.5,258.0,44,528
529,21.0,38.0,42.0,239.0,52.5,258.0,44,529
530,22.0,36.0,41.0,238.0,52.0,256.0,44,530
531,22.0,36.0,41.0,238.0,52.0,256.0,44,531
532,22.0,35.0,41.0,236.0,52.0,253.5,44,532
533,22.0,35.0,41.0,236.0,52.0,253.5,44,533
534,22.0,33.0,40.0,236.0,51.0,252.5,44,534
535,22.0,33.0,40.0,236.0,51.0,252.5,44,535
536,21.0,34.0,41.0,233.0,51.5,250.0,44,536
537,21.0,34.0,41.0,233.0,51.5,250.0,44,537
538,21.0,33.0,41.0,232.0,51.5,248.5,44,538
539,21.0,33.0,41.0,232.0,51.5,248.5,44,539
540,20.0,32.0,41.0,231.0,51.0,247.0,44,540
541,20.0,32.0,41.0,231.0,51.0,247.0,44,541
543,20.0,31.0,41.0,229.0,51.0,244.5,44,543
545,19.0,31.0,41.0,227.0,50.5,242.5,44,545
546,18.0,30.0,41.0,226.0,50.0,241.0,44,546
547,18.0,30.0,41.0,226.0,50.0,241.0,44,547
548,18.0,29.0,41.0,225.0,50.0,239.5,44,548
501,18.0,20.0,87.0,147.0,96.0,157.0,45,501
502,18.0,20.0,89.0,149.0,98.0,159.0,45,502
503,19.0,20.0,88.0,149.0,97.5,159.0,45,503
504,19.0,21.0,89.0,150.0,98.5,160.5,45,504
505,19.0,21.0,89.0,150.0,98.5,160.5,45,505
507,18.0,23.0,92.0,153.0,101.0,164.5,45,507
508,19.0,21.0,94.0,155.0,103.5,165.5,45,508
509,19.0,21.0,94.0,155.0,103.5,165.5,45,509
510,19.0,22.0,95.0,156.0,104.5,167.0,45,510
511,19.0,22.0,95.0,156.0,104.5,167.0,45,511
512,19.0,21.0,98.0,159.0,107.5,169.5,45,512
513,19.0,21.0,98.0,159.0,107.5,169.5,45,513
514,21.0,22.0,99.0,161.0,109.5,172.0,45,514
515,21.0,22.0,99.0,161.0,109.5,172.0,45,515
516,21.0,23.0,101.0,162.0,111.5,173.5,45,516
517,21.0,23.0,101.0,162.0,111.5,173.5,45,517
518,19.0,23.0,105.0,165.0,114.5,176.5,45,518
519,20.0,24.0,104.0,165.0,114.0,177.0,45,519
520,22.0,23.0,107.0,168.0,118.0,179.5,45,520
521,22.0,23.0,107.0,168.0,118.0,179.5,45,521
522,23.0,25.0,107.0,170.0,118.5,182.5,45,522
523,23.0,25.0,107.0,170.0,118.5,182.5,45,523
524,24.0,26.0,110.0,172.0,122.0,185.0,45,524
525,23.0,26.0,110.0,172.0,121.5,185.0,45,525
526,24.0,25.0,113.0,177.0,125.0,189.5,45,526
527,24.0,25.0,113.0,177.0,125.0,189.5,45,527
528,23.0,28.0,117.0,179.0,128.5,193.0,45,528
529,24.0,27.0,117.0,179.0,129.0,192.5,45,529
530,26.0,28.0,119.0,182.0,132.0,196.0,45,530
531,26.0,28.0,119.0,182.0,132.0,196.0,45,531
532,27.0,30.0,122.0,185.0,135.5,200.0,45,532
533,27.0,30.0,122.0,185.0,135.5,200.0,45,533
534,28.0,31.0,125.0,189.0,139.0,204.5,45,534
535,28.0,31.0,125.0,189.0,139.0,204.5,45,535
536,27.0,33.0,130.0,192.0,143.5,208.5,45,536
537,27.0,33.0,130.0,192.0,143.5,208.5,45,537
538,28.0,33.0,135.0,197.0,149.0,213.5,45,538
539,28.0,33.0,135.0,197.0,149.0,213.5,45,539
540,31.0,35.0,137.0,201.0,152.5,218.5,45,540
541,31.0,35.0,137.0,201.0,152.5,218.5,45,541
542,31.0,37.0,143.0,206.0,158.5,224.5,45,542
543,31.0,37.0,143.0,206.0,158.5,224.5,45,543
544,38.0,42.0,143.0,208.0,162.0,229.0,45,544
545,38.0,42.0,143.0,208.0,162.0,229.0,45,545
546,37.0,43.0,151.0,215.0,169.5,236.5,45,546
547,37.0,43.0,151.0,215.0,169.5,236.5,45,547
548,41.0,46.0,154.0,219.0,174.5,242.0,45,548
549,41.0,46.0,154.0,219.0,174.5,242.0,45,549
550,41.0,47.0,162.0,227.0,182.5,250.5,45,550
551,41.0,47.0,162.0,227.0,182.5,250.5,45,551
552,44.0,53.0,168.0,234.0,190.0,260.5,45,552
553,44.0,53.0,168.0,234.0,190.0,260.5,45,553
554,46.0,49.0,176.0,244.0,199.0,268.5,45,554
555,46.0,49.0,176.0,244.0,199.0,268.5,45,555
556,53.0,55.0,183.0,250.0,209.5,277.5,45,556
557,53.0,55.0,183.0,250.0,209.5,277.5,45,557
558,58.0,59.0,187.0,259.0,216.0,288.5,45,558
559,58.0,59.0,187.0,259.0,216.0,288.5,45,559
560,58.0,62.0,199.0,270.0,228.0,301.0,45,560
561,58.0,62.0,199.0,270.0,228.0,301.0,45,561
562,64.0,68.0,209.0,280.0,241.0,314.0,45,562
563,64.0,68.0,209.0,280.0,241.0,314.0,45,563
564,65.0,72.0,222.0,294.0,254.5,330.0,45,564
565,65.0,72.0,222.0,294.0,254.5,330.0,45,565
566,72.0,77.0,232.0,309.0,268.0,347.5,45,566
567,72.0,77.0,232.0,309.0,268.0,347.5,45,567
568,79.0,80.0,249.0,326.0,288.5,366.0,45,568
569,79.0,80.0,249.0,326.0,288.5,366.0,45,569
570,85.0,93.0,266.0,343.0,308.5,389.5,45,570
571,85.0,93.0,266.0,343.0,308.5,389.5,45,571
530,27.0,27.0,176.0,771.0,189.5,784.5,46,530
531,27.0,27.0,176.0,771.0,189.5,784.5,46,531
532,33.0,56.0,170.0,743.0,186.5,771.0,46,532
533,33.0,56.0,170.0,743.0,186.5,771.0,46,533
534,28.0,74.0,164.0,718.0,178.0,755.0,46,534
535,28.0,74.0,164.0,718.0,178.0,755.0,46,535
536,27.0,69.0,158.0,695.0,171.5,729.5,46,536
537,27.0,69.0,158.0,695.0,171.5,729.5,46,537
538,25.0,65.0,153.0,674.0,165.5,706.5,46,538
539,25.0,65.0,153.0,674.0,165.5,706.5,46,539
540,26.0,63.0,147.0,653.0,160.0,684.5,46,540
541,26.0,63.0,147.0,653.0,160.0,684.5,46,541
542,23.0,58.0,143.0,634.0,154.5,663.0,46,542
543,23.0,59.0,143.0,633.0,154.5,662.5,46,543
544,24.0,55.0,138.0,616.0,150.0,643.5,46,544
545,24.0,55.0,138.0,616.0,150.0,643.5,46,545
546,22.0,53.0,134.0,599.0,145.0,625.5,46,546
547,22.0,53.0,134.0,599.0,145.0,625.5,46,547
548,19.0,49.0,131.0,583.0,140.5,607.5,46,548
549,19.0,49.0,131.0,583.0,140.5,607.5,46,549
550,22.0,47.0,126.0,569.0,137.0,592.5,46,550
551,22.0,47.0,126.0,569.0,137.0,592.5,46,551
552,21.0,46.0,122.0,554.0,132.5,577.0,47,552
553,21.0,46.0,122.0,554.0,132.5,577.0,47,553
554,20.0,44.0,119.0,541.0,129.0,563.0,47,554
555,20.0,44.0,119.0,541.0,129.0,563.0,47,555
556,21.0,43.0,115.0,527.0,125.5,548.5,47,556
557,21.0,43.0,115.0,527.0,125.5,548.5,47,557
558,18.0,40.0,113.0,515.0,122.0,535.0,47,558
559,18.0,40.0,113.0,515.0,122.0,535.0,47,559
560,18.0,40.0,110.0,503.0,119.0,523.0,47,560
561,18.0,40.0,110.0,503.0,119.0,523.0,47,561
562,18.0,38.0,107.0,493.0,116.0,512.0,47,562
563,18.0,38.0,107.0,493.0,116.0,512.0,47,563
564,18.0,39.0,105.0,481.0,114.0,500.5,47,564
565,18.0,38.0,104.0,482.0,113.0,501.0,47,565
566,17.0,36.0,102.0,471.0,110.5,489.0,47,566
567,17.0,36.0,102.0,471.0,110.5,489.0,47,567
568,18.0,35.0,100.0,462.0,109.0,479.5,47,568
569,18.0,35.0,100.0,462.0,109.0,479.5,47,569
552,52.0,57.0,18.0,738.0,44.0,766.5,48,552
556,54.0,59.0,16.0,736.0,43.0,765.5,48,556
559,54.0,59.0,16.0,736.0,43.0,765.5,48,559
560,55.0,58.0,16.0,737.0,43.5,766.0,48,560
561,55.0,58.0,15.0,737.0,42.5,766.0,48,561
562,55.0,58.0,16.0,737.0,43.5,766.0,48,562
563,56.0,59.0,15.0,736.0,43.0,765.5,48,563
564,55.0,59.0,16.0,736.0,43.5,765.5,48,564
565,55.0,59.0,16.0,736.0,43.5,765.5,48,565
562,18.0,28.0,38.0,214.0,47.0,228.0,49,562
563,18.0,28.0,38.0,214.0,47.0,228.0,49,563
564,18.0,27.0,38.0,213.0,47.0,226.5,49,564
565,18.0,27.0,38.0,213.0,47.0,226.5,49,565
566,18.0,26.0,38.0,212.0,47.0,225.0,49,566
567,18.0,26.0,38.0,212.0,47.0,225.0,49,567
570,18.0,34.0,97.0,452.0,106.0,469.0,50,570
571,18.0,34.0,97.0,452.0,106.0,469.0,50,571
572,17.0,32.0,95.0,443.0,103.5,459.0,50,572
573,17.0,32.0,95.0,443.0,103.5,459.0,50,573
572,97.0,102.0,285.0,365.0,333.5,416.0,51,572
573,97.0,102.0,285.0,365.0,333.5,416.0,51,573
574,100.0,111.0,304.0,389.0,354.0,444.5,52,574
575,100.0,111.0,304.0,389.0,354.0,444.5,52,575
576,80.0,113.0,324.0,419.0,364.0,475.5,52,576
577,81.0,113.0,323.0,419.0,363.5,475.5,52,577
578,51.0,101.0,353.0,452.0,378.5,502.5,52,578
579,51.0,100.0,353.0,452.0,378.5,502.0,52,579
574,15.0,32.0,94.0,435.0,101.5,451.0,53,574
575,16.0,32.0,93.0,435.0,101.0,451.0,53,575
576,16.0,31.0,91.0,426.0,99.0,441.5,53,576
577,16.0,31.0,91.0,426.0,99.0,441.5,53,577
578,16.0,30.0,90.0,419.0,98.0,434.0,53,578
579,16.0,30.0,90.0,419.0,98.0,434.0,53,579
580,15.0,29.0,88.0,411.0,95.5,425.5,53,580
581,15.0,29.0,88.0,411.0,95.5,425.5,53,581
574,17.0,25.0,38.0,207.0,46.5,219.5,54,574
575,17.0,25.0,38.0,207.0,46.5,219.5,54,575
576,17.0,24.0,38.0,206.0,46.5,218.0,54,576
577,17.0,24.0,38.0,206.0,46.5,218.0,54,577
578,17.0,23.0,38.0,206.0,46.5,217.5,54,578
579,17.0,23.0,38.0,206.0,46.5,217.5,54,579
580,19.0,24.0,91.0,155.0,100.5,167.0,55,580
581,19.0,24.0,91.0,155.0,100.5,167.0,55,581
582,18.0,22.0,94.0,158.0,103.0,169.0,55,582
583,18.0,22.0,94.0,158.0,103.0,169.0,55,583
586,19.0,21.0,97.0,162.0,106.5,172.5,55,586
587,19.0,21.0,97.0,162.0,106.5,172.5,55,587
588,18.0,22.0,100.0,164.0,109.0,175.0,55,588
589,18.0,22.0,100.0,164.0,109.0,175.0,55,589
590,19.0,22.0,102.0,167.0,111.5,178.0,55,590
591,19.0,22.0,102.0,167.0,111.5,178.0,55,591
592,20.0,23.0,103.0,168.0,113.0,179.5,55,592
593,20.0,23.0,103.0,168.0,113.0,179.5,55,593
594,21.0,24.0,106.0,171.0,116.5,183.0,55,594
595,21.0,24.0,106.0,171.0,116.5,183.0,55,595
596,23.0,25.0,107.0,173.0,118.5,185.5,55,596
597,22.0,24.0,108.0,174.0,119.0,186.0,55,597
598,20.0,23.0,112.0,178.0,122.0,189.5,55,598
